channel_title,video_count,channel_ids,channel_countries,is_news,review_status,suggested_news,notes
Global Street Food Adventures,2,UC9JSHU6HBTv33xAnGbQuidg,US,,needs_review,,
Global Strike,2,UCZ0BW0Bgb-L0pU399CSSYUw,,,needs_review,,
Global Travelers,2,UCAQnugg_OJkOfOnWimhe92A,US,,needs_review,,
GLOBALSTRIDE,2,UCYI7YZux0ay_xmOKO3S-5Zw,US,,needs_review,,
GlobeTrek Vibes,2,UC6pGDdLTp-wp5r2P2Qk2ojA,US,,needs_review,,
GlobeX,2,UCPbYva5H75yVphG74GC8xNg; UCxGkTMFeRyE4U_MaW1ZhUjw,NL,,needs_review,,
Glore,2,UCrkjX-SG6vQExRPCi1Tf30g,,,needs_review,,
GodzillaTN72,2,UCPbjIij7EoGXEPDs4NXygOw,,,needs_review,,
GooberDog,2,UCUfFW0JuLRG9Bylth2xExrA,US,,needs_review,,
Graham Elwood,2,UCX1rle36wIlP9ry8uidnCsA,US,,needs_review,,
Graham Stephan,2,UCV6KDgJskWaEckne5aPA0aQ,US,,needs_review,,
Great Vibez,2,UC8lc30Q2nqxrPCHnkkCcSLA,,,needs_review,,
Green Land,2,UC-7T2q1vPxrA98oWyIsF0sw; UCjhkDxVOEs2tSVui2adrxzw,IN; US,,needs_review,,
GREEN land,2,UC0JDNL5_Lc1QHnmDP5QleRQ,PK,,needs_review,,
Green Landscapes,2,UCUgqUt6elYXWNu1Dcw7k5lg,,,needs_review,,
Greenland Cars,2,UC7EBJSn5Qizd_nYt9XWjlrQ,,,needs_review,,
Greenland Holidays kottyam,2,UCrJdVenNCp1FeB7foR6bx2Q,,,needs_review,,
Greenland Human Resource Company (U)LTD,2,UCwmQLEL4qvqYoqYCykYwAMA,,,needs_review,,
Greenland Ice Sheet Ocean Science Network,2,UC777-pEISiT7nRYeXraHArQ,,,needs_review,,
Greenland Mines Ltd,2,UCeFNJ6vLoJ7rtAGkx_Tu4fw,,,needs_review,,
Greenland Organization,2,UC2NXp8O0z7RrWcne1xq0t3Q,,,needs_review,,
Greenland Tidar,2,UCkM0YJoOGE5VkIONz3X5KzA,,,needs_review,,
Greenland YouTube,2,UCg40i9L7DIy8FTPdttL_Lxw,,,needs_review,,
greenmanbucket,2,UCm_IBjaRFSeFUZMOCxxkuZQ,,,needs_review,,
Greg Lee,2,UCKUbxkEtcBw1FPhwMSyzW2g,,,needs_review,,
Grønlands Naturinstitut (Pinngortitaleriffik),2,UC4dcIE8mLgzOk803mtAunIA,GL,,needs_review,,
Gubernatorial Candidate,2,UCUjWOrvlw5UBcAq01kdd7FA,,,needs_review,,
Guide of Destinations,2,UCEM6z3Xlw0ZlZk_li96UuHw,,,needs_review,,
Gulfam Khan,2,UCoZ-xP6I_f7VVQzNyOt1IlA,US,,needs_review,,
GZERO Media,2,UC-8_qAhNVG8G1wxONMnYr3Q,US,,needs_review,yes,
Hadrien Colard,2,UCFJqu0Y4Z7vvKyNQklHTSmA,,,needs_review,,
Hafsa Ezaz,2,UCv9lcp3GZdndkoLYFGvkGZg,US,,needs_review,,
Hannes Boshoff,2,UCfjVqpaDKGU9eN8qoOMMCpw,,,needs_review,,
Hans Henrik Tholstrup,2,UCGLmutJsaRvjJXe5tgfODKQ,DK,,needs_review,,
Happy Earth,2,UC5QciHe35MiA_adJZUI-TCA,US,,needs_review,,
Hard Rock Lunch Box,2,UCWVkqm-mdcVi92lZJLoVgJw,,,needs_review,,
Haris Times,2,UCoLVwmVuIv3vuaB2fQ6mjJA,,,needs_review,yes,
"Harsh Reality Orchestra ""PlodyPitomnika""",2,UCIWGJWvksgnJqPG4RxnZ1HA,,,needs_review,,
HARU HARU OFFICIAL,2,UCbwmyWlxdD1pDaKTdxoEYpg,,,needs_review,,
Hawk's Podcasts / mdg650hawk,2,UCCcrmvbQbfwSZaTgBZPrjMQ,US,,needs_review,,
HeavyRain,2,UCudQWwV9nYXBr437R9LjmXA,US,,needs_review,,
Hege Randi Eriksen,2,UCghHPvctqQ3i8OCVPbQ4baA,,,needs_review,,
Helpful Think,2,UCvddxBvyVuPmgrKMV7Osn8g,US,,needs_review,,
Hemisphere,2,UC6O_xrG5P01mIxkPUT4U9yQ,,,needs_review,,
Hendrikx Fluorescent Minerals,2,UC6IokAdm7eH6q13inRSy4MA,,,needs_review,,
Henrik Løcke,2,UCxM4ZuIwcOxDw9tSBVt7QwQ,CA,,needs_review,,
Herbert Klein,2,UCg5AvnZI1yfmUGjmRcZBTcQ,NL,,needs_review,,
Hero Plan,2,UCPvN3RQN_KbKI30Vjgjg-_w,,,needs_review,,
Hhdhdnuuehd,2,UCLIHBH6_u-I9PZLGZStfqAw,GB,,needs_review,,
HHHS editz,2,UCh1F7sPVhGmalcJLOpmEsqQ,,,needs_review,,
Hidden Earth,2,UCNz5tGEFlxtdnTDYNHinxlw,US,,needs_review,,
Hidden Gems Travel,2,UCk-MKLSNagLzodGceGIUsQQ,US,,needs_review,,
Hiking Hikers,2,UCzEoDjrhuOzuo7NTf1Vg0TQ,,,needs_review,,
History and Mythology,2,UCHCmsgfTrbTqfQn3CoenXUg,BG,,needs_review,,
History and Philosophy AI,2,UCFKlpOTMRw96fUpuths6Npg,US,,needs_review,,
History Before Sleep,2,UCCNcHj6vkay2PQuEN8cia_Q,US,,needs_review,,
History Explained,2,UCZjogWaj7RxUrjsqBcapMlw; UCp6_7oKB3EUF8asODaWtFcg,,,needs_review,,
History Mystery,2,UC4p_YgdDDdmwcNYTtsmBB4g; UCoOPzTIc9YDEk4zGoyw_gaA,CA; TR,,needs_review,,
History of Simple Things,2,UC95ANqPeSKRNEH1CaCOs2ew,US,,needs_review,,
History Pictoria,2,UC9etQNdLsn9kbUUX5baae1w,IN,,needs_review,,
History Season,2,UCpbG7BbQdIWEeruaSCT0EXw,,,needs_review,,
History story,2,UC4qLBlA3vBbmJzGInfDfmWw,US,,needs_review,,
History Unhinged,2,UCRtwx7ziqozh_jjQRq5rb-Q,US,,needs_review,,
History's Bizarre Bites | Geo Secrets,2,UCP0EtzN2jLae45DvhfvMhBg,MA,,needs_review,,
HistoryLegends Flashpoint,2,UC8fGfSNhcPERwrKTnaTSv-w,CA,,needs_review,,
historyretold,2,UCV6uMgjxe_QBIrpYn60-Yvw,,,needs_review,,
HistoryShorts,2,UCzKDxbPwhU5QwW8JP9p8lrw,TR,,needs_review,,
Hitender K Panwar_Techi,2,UCC-YexkVTgSq7Zg3WUv3WXg,,,needs_review,,
HM STUDENT'S OUTPUT,2,UCOXrOnD4RN2yZ-zS8aQgL6A,,,needs_review,,
Honey C Golden,2,UCwtmbEttkeICLWlc5HlQh-Q,US,,needs_review,,
Hop on with Harshad,2,UC9suXa0BH6nZq6cgu0jnt6g,US,,needs_review,,
Houzeo,2,UCl5c3Y1e52hcpqZBBVh_zlQ,US,,needs_review,,
HowIsItOutThere,2,UCk03WO9P6ndbBh4Qx1c57rg,,,needs_review,,
HRS,2,UC31rXfgt2zM0ldAgRyuioSQ,JP,,needs_review,,
HS Funnies Al,2,UCLTX3XvMAbTW3enldIuqdfQ,US,,needs_review,,
Huefete,2,UCR_NVrLMNgp7PrihLSNSCCw,,,needs_review,,
HUMAN DOCUMENTARY,2,UCaBZFu33kVTdJH2k1-Py2Lw,US,,needs_review,,
Hussein Sader,2,UCCgHeBqjYCCt6S3v0ypVbRg,,,needs_review,,
I am Harshit,2,UC_szeof9_91qubXgtUDNwBA,IN,,needs_review,,
I Came With Fire Podcast,2,UChSxShXLBivpTu14-zTvr3Q,,,needs_review,,
Ice Flows game,2,UCTaAwsFruWTL78aIHz1EYGg,,,needs_review,,
Iceball Animation,2,UCq1uRCTLwrv_Q5Qhf1_h2ng,,,needs_review,,
IceWisdom,2,UC8YXPXrwNGHANtGbIjuPDLA,,,needs_review,,
IcyCookies UwU,2,UCX-4bHiQn221exT5QMduZ2A,,,needs_review,,
Ideal public school,2,UCTQsDS0-CP4hyhV0k_ZDnoQ,IN,,needs_review,,
IHF,2,UCUhAEljbC3MwnI9-ueItMQA,,,needs_review,,
Iliminaq,2,UCivZydrk0vE2gk_NUQf2aCg,,,needs_review,,
IMAGES,2,UCvtR2CnRWvRor6fQUhztJ7Q,FR,,needs_review,,
imgurpreet2002,2,UCH39H6a09hjK6aqOofXfd_A,,,needs_review,,
Immigrants Insight,2,UCUq6EfVtYsAIaXpPmwSs-vA,US,,needs_review,,
Impossibletriangle8427,2,UCQKwjo8hXcX6a0A1VD63BPw,PH,,needs_review,,
In BUZZ - The Kraken,2,UCMcjb7-iW5ztE8M1buFW-6w,,,needs_review,,
Incredible Aesthetics,2,UCL_JXmGV-AKA5G5mu1nU05g; UCndxyHc0pEu2KY2Vy0OiKxw,IN,,needs_review,,
Inder Kapoor,2,UC_lVt3VhG9izPL5-NORnJvw,IN,,needs_review,,
India Science,2,UCOS_nAtvIg26Qrv7UNC8kzw,IN,,needs_review,,
Indian mapper,2,UClLjEFq0Cjc4i57Cmg-07eA,,,needs_review,,
Indian onboard,2,UCbydQnQT9aGV6ivDaf9YFYw,,,needs_review,,
Indian Updates,2,UCwc3ePF0m0O4u8EUej71PEA,IN,,needs_review,,
Infinity Shorts,2,UCG64XUndZLq0UffZZd5lUrg,,,needs_review,,
Infinity world,2,UCA7tt3P80EzI8QkYN9AToNQ,AE,,needs_review,yes,
Info Dome,2,UCi6AnjuSBn8bGcqcdOk3X0A,US,,needs_review,,
Info Star,2,UCd6YWMXWgQ95LsNSrfervuA,BD,,needs_review,,
Information and technology,2,UC6XEQj9F9XWCyjUx48o7j4A,US,,needs_review,,
Ingen,2,UCQ7_q-UwRnso1AzuYrJEuEw,NO,,needs_review,,
Ink Of The Past,2,UCfbjYb3h-LryaF5hyU1DZvg,,,needs_review,,
Insanity Wanderlust,2,UC9oHrb77fcjTbb4rT85oVEw,,,needs_review,,
Inside The Moment,2,UCnoh1ZlCdltILUlALbAa6aA,,,needs_review,,
Insider News,2,UCHjm6wybRbldhqveS7c2WTA,US,,needs_review,yes,
Insight AMERICA,2,UCTSqBICiUGnp2OcBauicTWw,IN,,needs_review,,
Inspired By The Journey,2,UC1LJo8EP3WCn5RsZZ5J52jQ,,,needs_review,,
insup,2,UCba6L3sT4VDKs6MArmo7p6A,IN,,needs_review,,
INT_I_MA_TE Network,2,UCRHx53Dq5g6KVvMWDyfEWqw,,,needs_review,,
Interesting Engineering,2,UCEuiOszNd6msGgqsD0f9YAQ,US,,needs_review,,
Interesting Things with JC,2,UCEZ-zP31XnzPJmo8eJD5SEA,US,,needs_review,,
Interesting World,2,UCaF7NZVxnMxwVGeosI6v1ng,US,,needs_review,yes,
International Cryosphere Climate Initiative,2,UCXpj1q59mrsT5cOuyagk97Q,,,needs_review,,
INTERNATIONAL DEMOGRAPHICS,2,UChYb4BHF7noBdIM3C-qQpEw,US,,needs_review,,
Inuk Adventure,2,UCivjVVsBHee7MuIC5yRc_TQ,,,needs_review,,
Inunnguaq B. Aronsen,2,UCl1HTw25FnAzEKk-cgc5_pg,,,needs_review,,
Inuuteq,2,UCIvQ3o82xCQ_9yZYjNPuKwg,,,needs_review,,
Invisible Infrastructure,2,UCIYwCUBbfCcfJtl60NWKSmA,US,,needs_review,,
Irfan's Adventure,2,UCdcAkNoCmhklL196kGJXoew,NO,,needs_review,,
Irish aviation,2,UCOQFNwFOnNUj-P7821CPjzw,,,needs_review,,
Italian_Patriot🇮🇹,2,UCRrB5wOjx_HNm_DypVIR5CA,,,needs_review,,
ItsSethyyy,2,UCTvsZQu1A5YIWvTBkKDsJNA,PH,,needs_review,,
İnformative Bro,2,UClwQXudYM057aM_KLjBVrkQ,TR,,needs_review,,
J. R,2,UChj_BO1Rod3qRHzRE9ww62Q,,,needs_review,,
Jacob Kruger,2,UCLFPZk3zpk5_z1fman_bcEg,,,needs_review,,
Jadetimes,2,UCh3RLLVBaEeBRRZBbnnVWWA,US,,needs_review,yes,
jake explains,2,UCdbVOEoelb9oMiCfcv8uK_Q,,,needs_review,,
JakobFro,2,UCdt3N_HakglpEA__XeWjAZQ,,,needs_review,,
james David,2,UCXR8iNSuiOjEp59IuBI1v-g,GB,,needs_review,,
James Ffgg,2,UCl3P5nMaeiD_O4jbvguKr6A,,,needs_review,,
James Manos,2,UCzeR7b5D3RBN9XfnERXXPpw,,,needs_review,,
jamesvorn,2,UCQJsQSeClFKAdjmIxJAIsug,,,needs_review,,
Jaroslaw Bodnar,2,UCSB4iMRlpfpopj2M7Qi4gDg,PL,,needs_review,,
Javier Vera,2,UCDO-FnYI35UHJPRmn2Ro8nA,,,needs_review,,
Jay Law,2,UC_palGsVFZGLHcS5kHY0jvA,,,needs_review,,
Jayanta Paul,2,UCp0yJgw8x4bK14N61Mv5eeA,,,needs_review,,
JBCB337,2,UCl5E0h6igp9yGWi5zkta4Jw,PK,,needs_review,,
Jens Jørgen Jakobsen,2,UCmYsYVVmumWNk_PQdJmPnLg,DK,,needs_review,,
Jens-Jakob Sandgreen,2,UC_BA6KepMxF2uNeIyjH5rcg,,,needs_review,,
Jesper Jacobi,2,UCL7CXSX2bCEnWTqCQitX0Fg,DK,,needs_review,,
Jess and Flor,2,UCyad2rcdE1Kf9CDK2WNTXfQ,,,needs_review,,
JiraLoVi,2,UCli_T74tzsmHZdJC_19fv7g,,,needs_review,,
Jiri VonDrak,2,UCud18Xr1Yx43B_UjJl7J0MA,CA,,needs_review,,
JJ Cruise,2,UC0acrAIjquvyv0K_Rw_0KgQ,US,,needs_review,,
Joe Trum,2,UC51WS1F7pBpnSqdLdXIHxRw,US,,needs_review,,
Joey Contino News,2,UC23qwusCUTdZVER_lpWn4Xw,,,needs_review,yes,
Johan van der Wielen - nature photography,2,UC4F6OeSaxvsR2ksALkKKOJw,NL,,needs_review,,
John D. Cundle,2,UCEHnC8kQZyxfyrs5zRhQv8g,CA,,needs_review,,
John Pedersen Photography,2,UC5PTwXMTZ3_1059bPdok92g,US,,needs_review,,
John Wilkes Truth,2,UCaAanBSDiAVtWn__-WL6Cdg; UCdruMz8bAScfxwtGgYD8vWQ,US,,needs_review,,
Johnny Park,2,UC9pujGD4vsf81_c53gGHyPA,,,needs_review,,
JOHN’s life on board,2,UCirhFC9QnY-TNke9KETuY7g,IN,,needs_review,,
Join EPP,2,UCdZRLTL-eqP-J41XT2wybxA,IT,,needs_review,,
Jon Liang,2,UCbHLj8YwMYpL74omq0JSiNw,,,needs_review,,
Jon M,2,UCpKM0j9hgjZcrJ1VSX0C8UA,,,needs_review,,
Jonah,2,UC-k5BWq7PqLZyl7u2zIpbOA; UCjtqsYWraN-Bj58TS5T6REQ,,,needs_review,,
jonas jonosovich,2,UC9vCGVOhCJ4WzaJJRB4fmgA,,,needs_review,,
JonHiclimb,2,UCO2BFCG17A1zMN847OZdq1Q,,,needs_review,,
Jonis Tv,2,UCuegub2D6ESEbx1AkUkIBFQ,PH,,needs_review,yes,
Jorden Tually,2,UC9hCQoT-VY7vVRaC62WJOJw,AU,,needs_review,,
Jose Betita,2,UCthKjHPCfIoRVSAakX9gssA,,,needs_review,,
Joseph Katumba,2,UCx3l8MAb-M7aIB5zIQWoc6A,AE,,needs_review,,
Joshua Holko,2,UCUs7nLPiSX9V13NlygmDWew,AU,,needs_review,,
Journeyman carpenter,2,UCZIvL7-Mram_HjiRfriA_0g,,,needs_review,,
journeywithus,2,UCEkMOA4EGJldEx5GYekm_MQ,,,needs_review,,
Julemandens Værksted,2,UC-PRXoZNtGnIrKXXYEKqKEg,DK,,needs_review,,
JUST A LADY,2,UC7VsAosF_OHBw-qF58HP_EA,,,needs_review,,
Just Go Yolo,2,UCnl9Y2sOVTA1-gNuJ9yx9Wg,GB,,needs_review,,
Just Have a Think,2,UCRBwLPbXGsI2cJe9W1zfSjQ,GB,,needs_review,,
K Square,2,UCAphw0WtW9VlA95BebrUieg,,,needs_review,,
Kagan Dunlap,2,UC63Tq5qh0QCKemBSHnXuF5Q,US,,needs_review,,
Kalaallisut Aqutsineq,2,UCbx9jVa5a4QtU0bANjW7RUw,GL,,needs_review,,
Kamran Sabir,2,UCdGZkpAm_S8n-ymGLQtFZyg,,,needs_review,,
KaneStar,2,UCnoGn7QD7KJQUD07J6boknA,,,needs_review,,
KAPA FltOps,2,UC0CzLn97YbiiMkEqi9kIORQ,,,needs_review,,
Karl Boas Adolfsen,2,UCY86KQ3BdtFAeUHCbc03xwA,DK,,needs_review,,
Kasto Ramailo Cha !,2,UCq8LiA3pr8yRBBU4TfO4ihg,FI,,needs_review,,
Kate Selway,2,UCPZPfAnX7Y-9COw3127wRGg,AU,,needs_review,,
Katherine Michelle,2,UCWXX85Ng80lMJM2SuqNXk6g,,,needs_review,,
Kathrin Kaiser Mama & Pilot AA5 Grumman Traveler,2,UCZZFqXDR88p7EF5UjGk_34g,,,needs_review,,
KATVchannel7,2,UCzDwapMWqoitI9Wv6nA7AYw,US,,needs_review,yes,
Kaushik Bhattacharjee,2,UC32XD2TGOG0He0Ikxc7it4Q,IN,,needs_review,,
KayakCrazy,2,UClmgiYFCygMbQJKU174_lZQ,HU,,needs_review,,
Keith Hanshaw,2,UCo8R75IqqsYZG2A_mR6i5Ow,US,,needs_review,,
Kelly Fact Zone,2,UCjO_sWc5xWq7QIesT0g4I8Q,,,needs_review,,
Ken,2,UC-S0oq1dn4NDNEGpSDdrNzg; UCk6F4SAHUbQ6FlAN7vXW2pA,,,needs_review,,
Kerrie At Thru We Go,2,UCJLsx0nHqidNXbA1tDbD9kA,,,needs_review,,
Kiera Swanborough,2,UC26BaO3W6ZUr1j5pjKvM3zQ,,,needs_review,,
Kim Mätzke - Matzke's World,2,UCWYNNtt2TktRDzSeN6jqbuA,DK,,needs_review,yes,
kimmium,2,UCPKJDs7p5nyqRGjMZB5WQXw,AU,,needs_review,,
Kingczechoslovakia,2,UC4YwtdT0_WL7U7TXPeHiJ8g,CZ,,needs_review,,
Kingdom of Saulo,2,UClV-vOMLCR-RhVxAci6Bs6Q,BR,,needs_review,,
kl32locos,2,UCSqIPp4d-M96UXd9JHFKPfw,,,needs_review,,
Kley Kley - Topic,2,UCckhPpo2ODzNymDFyiOKuKQ,,,needs_review,,
KLT,2,UC7EFWpvc1wYuUwrtZ_BLi9A,US,,needs_review,,
Know It All,2,UCXZTZyscvm694KK2K-Vp4Ow; UCvqfRJZAehVkPxp0mbPqQ1g,NL; PH,,needs_review,,
Knowledge Facts,2,UCCp8oJOVWh23b0XOr5s0GJg,,,needs_review,,
Knowledgia,2,UCuCuEKq1xuRA0dFQj1qg9-Q,RO,,needs_review,,
Konsta Punkka,2,UC3t0DXwC_We6GsI1Plv50Qg,FI,,needs_review,,
Koralis,2,UCy0gIm268c1eUgAYJyA3lbw,,,needs_review,,
Kornip Petrussen,2,UCbRqqNUoe0i3MO7mJ6qltLw,,,needs_review,,
krishna Gohil,2,UCBuKVrDJcpbsDOokSjwovmA,,,needs_review,,
Kristi Beisecker,2,UCvU_4VHhtWwinMHl43zhthA,,,needs_review,,
Kunstskolen Art Club Nordic med Mette Hansgaard,2,UCpIesgz6l_waPGd0GFbQEfw,DK,,needs_review,,
Kurt S.Pedersen,2,UCwBMKbns2q88wORudDJLJBQ,,,needs_review,,
Kxvin,2,UC3S-3WZXW-E3GxQ8fmR_tqQ,GB,,needs_review,,
Kyan Roomie,2,UC3i-tkBliHAGOomyJOhoAiQ,,,needs_review,,
KyleOG,2,UCkgk3qoEHOGqa-H_2xh44TA,US,,needs_review,,
Kâlêrak' Heilmann,2,UCuOnsWvRKbv4z8OY6TLIvGg,GL,,needs_review,,
Labernz TV1,2,UC1yH8xYX6BMpbf11Pv13l7A,PH,,needs_review,yes,
Lasse “Brothertwo” Bentzen,2,UC8xZ8LXMZyV0UEFooF-u5Vg,DK,,needs_review,,
LAST AMERICAN 24 HOURS,2,UCgKCv6FMMUn4aXi5qN64OyA,US,,needs_review,,
late lateef,2,UC4QTTmhf6_alHjm8PTD5-aw,IN,,needs_review,,
LATEST UPDATE TRENDS,2,UCzkebz2JeTeDNNB7BfcdsWA,,,needs_review,,
Laurence Dyke,2,UCvKt7JXGXTkn-tDkMg3kpWw,,,needs_review,,
LAZY NEWS,2,UCL0i1b4bHWDD7DwtoSkaoUg,US,,needs_review,yes,
LAZYDOGPICTURES,2,UCGiPVi2SPKz5h8hR7waj90g,AU,,needs_review,,
LazySamosa,2,UCXMQ_wi5UR4eyf03I-WeR2A,US,,needs_review,,
LBA Drawings,2,UCOlaf8MII5KuS8FIzsWBdQQ,IN,,needs_review,,
Le Club d'Aventure d'Outre-Mer,2,UCwgNL5gJwHYLqewR6goQyBw,DK,,needs_review,,
Lead Stories,2,UCGrs9ygWWH8iccEQfM5uh_A,US,,needs_review,,
Learn to next level,2,UC_LyyShlmlqYOSz8SncvOcA,,,needs_review,,
Learning with Priya,2,UCUrSD7iIeEk0yKUJtDQ1cDA,,,needs_review,,
Lee Lau,2,UCSTT2MVn-zfMI9Tj08OU7kA,CA,,needs_review,,
LeeNgo,2,UC4J3Bb2UL104oBH0ef6IqUQ,VN,,needs_review,,
leniot,2,UCdY5AUgqKyCOakV-_YuhEhA,,,needs_review,,
Lex Clips,2,UCJIfeSCssxSC_Dhc5s7woww,US,,needs_review,,
LEX MAN,2,UCy9bSXQZLTE6T7VrmF0nbpQ,US,,needs_review,,
LiamXplayz,2,UCLdn3Rg5hLn08Jc0gFvsx2w,,,needs_review,,
Liberty Nation News,2,UCOszgB0lT2YmSARshw9xN3g,US,,needs_review,yes,
Life Afloat with Tom & Susan,2,UCPfWsWwI1lRXCCh0enCq2DA,US,,needs_review,,
Life at sea with Manojtiwari,2,UCHO_yJPt6yTXmTBZ9a2Ul2g,IN,,needs_review,,
Life is simple 🙂,2,UCI1Z9jzYdUhe2-mrQofpycg,DE,,needs_review,,
Life On Earth,2,UCmu9La2IY4Nm_iUnl36vJAg,US,,needs_review,,
Lifelens,2,UC7InsJbGKKn-kd6RnmafLsA,,,needs_review,,
Lifemap Insights,2,UCYzyqj3WUxSU50bpgPAoEKg,US,,needs_review,,
Light House,2,UCJkXiP53cjKnFFK8D6H4EWA,US,,needs_review,,
Like Mishita Gulati,2,UCWMt2bd27RgKEfJ_3rvHaKg,,,needs_review,,
Lionel favre,2,UCY9bFJm1GFpke8sQYa2pLTA,,,needs_review,,
Lisa Cabrera,2,UCcTzK_2JDmFYGnUiaUleQYg,US,,needs_review,,
LiveFlights,2,UCE59neC4Lmucs5vd3DwxgtA,US,,needs_review,,
Logical Education,2,UCHt_zGGNRqPiMYAsn-Xypbw,IN,,needs_review,,
Lokesh Saini,2,UCQxiXGxRdXFTSv2EPtQYP-g,,,needs_review,,
London Review of Books (LRB),2,UCW6A6OF_WihiIVM_GmqR3Dw,GB,,needs_review,,
London South East,2,UCizya3XxdljX_KH7zY4YjWw,GB,,needs_review,,
Lonnie Dupre,2,UCkMaDL7yzzVCyzhNzN0wp_g,,,needs_review,,
LTX IAS Classes,2,UCQTBUAlsZnlV15q1ZBfjDxQ,IN,,needs_review,,
Lucid Study,2,UCx_-jT5lK9rqjXYCQbdUrHA,,,needs_review,,
LuisCineVideoPhotography,2,UCGUWLAArOkrsOjljPlL_g4Q,,,needs_review,,
Lukas Nickerson,2,UCvnq-Lv4k_rjD2hOSifctZA,,,needs_review,,
Luminox,2,UC9K-YWzVLgirFrALVR2icng,US,,needs_review,,
Luxembourg Mapper,2,UCF2wFcbSV2kFeFOqmQ93c0Q,,,needs_review,,
Lydia Graefin von Eulenspiegel,2,UC9M4WDpEPzoiN7NfhFRaD7Q,DE,,needs_review,,
M&M's Midlife Meanderings,2,UC_2ppoVCC89M14ud1fUT3tQ,,,needs_review,,
MaCathrina,2,UCVg566oGwideiDn9Cvvpqvw,,,needs_review,,
Macau Business TV,2,UCkLUqHyMML3ywfTe8q32UMQ,,,needs_review,yes,
Mad Facts Journey,2,UCyxfymMNgFZGrlu2tjHJ4zg,BA,,needs_review,,
MAGA,2,UCl-3foSC5J-fADIvcI1nI4w,,,needs_review,,
Magical Milestones,2,UCpeQh6A2E9G_BBdji7YNZcg,GB,,needs_review,,
Magssanguaq Qujaukitsoq,2,UCoGmlkaIVwDVs8az0IQ_hGA,,,needs_review,,
Mahijazz travels,2,UCtunbiH86yGUzdhSPxBaS3w,PK,,needs_review,,
Majaq Heilmann,2,UCjyjVgzerbwV_keF6pBCxOw,,,needs_review,,
Malcolm Nance,2,UCFWz-RVDDuPdX-PImCjEaQQ,US,,needs_review,,
Malik Hansen,2,UC6Ti_piep8rx5W6YXkmjlgg,GL,,needs_review,,
Mama Jane’s Husband,2,UC5aGt32JWApecmC913tHJAg,GB,,needs_review,,
Mandela effect- Quantum stuff Texas - Danny .,2,UC84Uiro4DxrV_EwGsN0ZE7g,,,needs_review,,
Manish Talk's,2,UC5TE0B0fMCMe14zWXlfRIRw,IN,,needs_review,,
Mannat TV Production,2,UCdOXuMOEEWs9R7vpLCXQu6A,US,,needs_review,yes,
MAP 938,2,UC9gS5TEmPduaYWb62Exlqww,,,needs_review,,
Map Lad,2,UCDqQA5QPBQBvLy6TSaG-0Sg,US,,needs_review,,
Map Nerd,2,UCBcw8L7UiRtb2AAOySWVUqw,,,needs_review,,
Map Pack,2,UCb0JxFSwHTzH0AEsAzQHV4w,US,,needs_review,,
Mapify Travel,2,UCqR0yMFTGRbf5lkgYgMYpEQ,,,needs_review,,
MapReality,2,UCM9NzpoVmvQtW7y0EHlTJFg,US,,needs_review,,
maprunner,2,UCuqvLrqUZm1MqlJ0wbbJjvg,DE,,needs_review,,
Maps.Interlude Shorts,2,UC8pfY6u8t0WnmDqq-U5DpYQ,IT,,needs_review,,
Mapture,2,UC29CCi5VQbhvZZ12LEITjsQ; UClKD6VGmqy8jBhdcewnIO7A,PK,,needs_review,,
MapVerse,2,UCZW5JKPc5B70n-xwhooccPw; UChE_msWn37Ukeoff65ORntw,PK; US,,needs_review,,
Marc-André Pelletier,2,UCSV3Dth-fhpq7gQNHD-UiIA,,,needs_review,,
Margo's Healing Corner,2,UCWUv7ljACuMUxDFuReKdz1Q,US,,needs_review,,
marianna greenland,2,UCKeDQW7AyTnDdOneg4muwHQ,,,needs_review,,
MarinangBisaya- Miss K,2,UCIlKZDFsv9BYQtdRfjy6gzw,PH,,needs_review,,
Marinus,2,UCGBwUz-jlATGu2PrTXHeQSQ,MT,,needs_review,,
Mario Buildreps,2,UCD9dk54Tb8DmWbh0B-h6FpA,NL,,needs_review,,
Mario Dantas dos Reis,2,UC7KpQ_tglFaqMmpRh9NcIsQ,,,needs_review,,
Marita Barrett,2,UC_oy3x5o7YvnmTAv13OlCVg,,,needs_review,,
Marius Buhl,2,UCTU81wmyop6GDZ5JaMKcBkQ,,,needs_review,,
"Mark ""The Spark""",2,UCQ0-ChBBnzKxFlBIY_RVMEg,,,needs_review,,
Mark Brandon Aviation,2,UCboeeuYcOaPfvDhy7e4A5Pw,CA,,needs_review,,
Mark Felton Productions,2,UCfCKvREB11-fxyotS1ONgww,GB,,needs_review,,
Mark V Peterson Hunting,2,UC1iDKHBy4aIgZz-xN_jzAvw,US,,needs_review,,
Mascabada,2,UCdUuR_zXFB1Or0WGlUhzQvw,,,needs_review,,
Mastering Knowledge,2,UCzKflWKR3-M4tMouFxRXUgQ,RO,,needs_review,,
Mastishka Relaxing Music,2,UCWZcqBGmWt5T-M2YTDCROVg,IN,,needs_review,,
Matt Guthmiller,2,UC_YMUUbonlfzhah0HW4xGGg,US,,needs_review,,
Matthew Dube,2,UChzEt3sTh6nmgDO1hnOXEEQ,,,needs_review,,
Matthieu Tordeur,2,UCqdUASNpRGfmCT8SclsXvJg,FR,,needs_review,,
Mavx Productions,2,UCVlNCKkCXzN-DZZwO9Nb97Q,PH,,needs_review,,
